route_id,agency_id,route_short_name,route_long_name,route_desc,route_type,pull_time
13651,38,D6G-MEG,D6G-MEG,Depot-06 Gate - MEG Centre,3,
13652,38,APS-18,MEG-ARMPS,CS-MEG Center - CS-Army Public School Kamaraja Road,3,
13653,38,APS-18,ARMPS-MEG,CS-Army Public School Kamaraja Road - CS-MEG Center,3,
13654,38,APS-19,TOC-APS,CS-Tarapura Officer Colony - CS-Army Public School Kamaraja Road,3,
13655,38,APS-19,APS-TOC,CS-Army Public School Kamaraja Road - CS-Tarapura Officer Colony,3,
13656,38,SBS-TOC,SBS-TOC,Shivajinagara Bus Station - Sivanchetty Gardens,3,
13657,38,SBS-TOC,TOC-SBS,Sivanchetty Gardens - Shivajinagara Bus Station,3,
13658,38,APS-20,MEG-APS,CS-MEG Center - CS-Army Public School Kamaraja Road,3,
13659,38,APS-20,APS-MEG,CS-Army Public School Kamaraja Road - CS-MEG Center,3,
13660,38,APS-21,MEG-APS,CS-MEG Center - CS-Army Public School Kamaraja Road,3,
13661,38,APS-21,APS-MEG,CS-Army Public School Kamaraja Road - CS-MEG Center,3,
13662,38,APS-22,MEG-APS,CS-MEG Center - CS-Army Public School Kamaraja Road,3,
13663,38,APS-22,APS-MEG,CS-Army Public School Kamaraja Road - CS-MEG Center,3,
13664,38,ARMPS-SMVRS,SMVR-ARMPS,Sir M Visvesvaraya Terminal - Army Public School Kamaraja Road,3,2025-07-28T19:00:01.087577
13664,38,ARMPS-SMVRS,SMVR-APS,Sir M Vishweshwaraiah Railway Station - Army Public School Kamaraja Road,3,
13665,38,KRM-NTVB5,KRM-NTVB5,Koramangala Bus Station - Nethravathi Block-05,3,
13666,38,143-E NTVB5-KMT,NTVB5-KMT,Nethravathi Block-05 - KR Market,3,
13667,38,143 KRM-NRG-CMP,KRM-CMP,Koramangala Bus Station - CMP Centre and School,3,
13668,38,APS-28,CMP-APS,CS-CMP Centre and School - CS-Army Public School Kamaraja Road,3,
13669,38,APS-28,APS-CMP,CS-Army Public School Kamaraja Road - CS-CMP Centre and School,3,
13670,38,MGR-APS,MGR-APS,Mayohall - Army Public School Kamaraja Road,3,
13671,38,143 KRM-NRG-CMP,CMP-KRM,CMP Centre and School - Koramangala Bus Station,3,
13672,38,APS-14,EJP-APS,CS-Ejipura - CS-Army Public School Kamaraja Road,3,
13673,38,APS-14,APS-EJP,CS-Army Public School Kamaraja Road - CS-Ejipura,3,
13676,38,D24G-ARMY,D24G-ARMY,Depot-24 Gate - Army Public School Kamaraja Road,3,
13677,38,300-E ARMY-SBS-KRPGH,ARMY-KRPGH,Army Public School Kamaraja Road - Krishnaraja Pura Govt Hospital,3,
13678,38,300-E ARMY-SBS-KRPGH,KRPGH-ARMY,Krishnaraja Pura Govt Hospital - Army Public School Kamaraja Road,3,
13679,38,ADMC-KRPGH,ADMC-KRPGH,ADMC Quarters Office - Krishnaraja Pura Govt Hospital,3,
13679,38,300-E ADMC-KRPGH,ADMC-KRPGH,ADMC Quarters Office - KR Pura Govt Hospital,3,2025-07-28T19:00:01.087577
13680,38,ADMC-KRPGH,KRPGH-ADMC,Krishnaraja Pura Govt Hospital - ADMC Quarters Office,3,
13680,38,300-E ADMC-KRPGH,KRPGH-ADMC,KR Pura Govt Hospital - ADMC Quarters Office,3,2025-07-28T19:00:01.087577
13681,38,D14G-PRTC,D14G-PRTC,Depot-14 Gate - Parachute,3,
13682,38,ARMY-16,PRTC-ARMY,CS-Parachute - CS-Army Public School Kamaraja Road,3,
13683,38,MF-5 SMVT-BSK,SMVT-BSK,Sir M Vishweshwaraiah Railway Station - Banashankari Bus Station,3,
13684,38,MF-5 SMVT-BSK,BSK-SMVT,Banashankari Bus Station - Sir M Vishweshwaraiah Railway Station,3,
13685,38,278-E ARMY-SBS-BPS,ARMY-BPS,Army Public School Kamaraja Road - Bhoopasandra,3,
13686,38,278-E ARMY-SBS-BPS,BPS-ARMY,Bhoopasandra - Army Public School Kamaraja Road,3,
13687,38,SBS-PRTC,SBS-PRTC,Shivajinagara Bus Station - Parachute,3,
13688,38,D14G-VSE,D14G-VSE,Depot-14 Gate - Vasanth Enclave,3,
13689,38,ARMY-17,VSE-ARMY,CS-Vasanth Enclave - CS-Army Public School Kamaraja Road,3,
13690,38,ARMY-17,ARMY-VSE,CS-Army Public School Kamaraja Road - CS-Vasanth Enclave,3,
13691,38,ARMY-16,ARMY-PCT,CS-Army Public School Kamaraja Road - CS-Parachute,3,
13692,38,287-A ARMY-KDHG,ARMY-KDHG,Army Public School Kamaraja Road - Kodigehalli Gate,3,
13693,38,287-A ARMY-KDHG,KDHG-ARMY,Kodigehalli Gate - Army Public School Kamaraja Road,3,
13694,38,VSE-SBS,VSE-SBS,Vasanth Enclave - Shivajinagara Bus Station,3,
13695,38,APS-13,NTVB-APS,CS-Nethravathi Block - CS-Army Public School Kamaraja Road,3,
13696,38,APS-13,APS-NTVB,CS-Army Public School Kamaraja Road - CS-Nethravathi Block,3,
13697,38,APS-MYH,APS-MYH,Army Public School Kamaraja Road - Mayohall,3,
13698,38,APS-MYH,MYH-APS,Mayohall - Army Public School Kamaraja Road,3,
13699,38,EJP-STJN,EJP-STJN,Ejipura - St Johns Hospital,3,
13700,38,298-MP HBLB-VJP,HBLB-VJP,Hebbala Bridge - Vijayapura Bus Stand Jangamakote,3,
13701,38,298-MP HBLB-VJP,VJP-HBLB,Vijayapura Bus Stand Jangamakote - Hebbala Bridge,3,
13702,38,SBS-PRTC,PRTC-SBS,Parachute - Shivajinagara Bus Station,3,
13703,38,JHMS-PSS,JHMS-PSS,Jalahalli Cross  Metro Station Departure - Peenya 2nd Stage,3,
13704,38,APS-15,GPTE-APS,CS-Ganapathi Enclave - CS-Army Public School Kamaraja Road,3,
13705,38,APS-15,APS-GPTE,CS-Army Public School Kamaraja Road - CS-Ganapathi Enclave,3,
13706,38,144-G ARMPS-NRG,APS-NRG,Army Public School Kamaraja Road - Neelasandra Rose Garden,3,
13707,38,144-G ARMPS-NRG,NRG-APS,Neelasandra Rose Garden - Army Public School Kamaraja Road,3,
13708,38,144-G GPTE-NRG,GPTE-NRG,Ganapathi Enclave - Neelasandra Rose Garden,3,
13709,38,KRM-GPTE,KRM-GPTE,Koramangala Bus Station - Ganapathi Enclave,3,
13710,38,D45-VRP,D45-VRP,Depot-45 MS Palya - Vidyaranyapura Bus Station,3,
13711,38,201-G SGH-JBN,SGH-JBN,Sanjay Gandhi Hospital - Jeevanbheema Nagara,3,
13712,38,201-G SGH-JBN,JBN-SGH,Jeevanbheema Nagara - Sanjay Gandhi Hospital,3,
13713,38,600-F SGH-ATB,SGH-ATB,Sanjay Gandhi Hospital - Attibele Bus Stand,3,
13714,38,600-F SGH-ATB,ATB-SGH,Attibele Bus Stand - Sanjay Gandhi Hospital,3,
13715,38,JPN6-BSK,jPN6-BSK,JP Nagara 6th Phase - Banashankari Bus Station,3,
13716,38,JPN6-BSK,BSK-JPN6,Banashankari Bus Station - JP Nagara 6th Phase,3,
13717,38,375-D JGF-BSK,JGF-BSK,Juggath Pharma - Banashankari Bus Station,3,
13718,38,375-D JGF-BSK,BSK-JGF,Banashankari Bus Station - Juggath Farma,3,
13719,38,SJBHS-06,MKL-SJBHS,CS-Munnekolalu - CS-St Joseph Boys High School Musuem Road,3,
13720,38,SJBHS-06,SJBHS-MKL,CS-St Joseph Boys High School Musuem Road - CS-Munnekolalu,3,
13721,38,D24G-SJBHS,D24G-SJBHS,Depot-24 Gate - St Joseph Boys High School Musuem Road,3,
13722,38,300-E SJBHS-KRP,STBHS-KRP,St Joseph Boys High School Musuem Road - Krishnaraja Pura Govt Hospital,3,
13723,38,V-DIVYA DARSHANA-1,KBS-KBS,Kempegowda Bus Station - Kempegowda Bus Station,3,2025-07-28T19:00:01.087577
13723,38,V-ISHA ROUNDS -1,BLR-BLR,BENGALURU - BENGALURU,3,
13724,38,ISROK-GGP-PSS,ISROK-PSS,ISRO Karthik Nagara - Peenya 2nd Stage,3,
13725,38,ISROK-GGP-PSS,PSS-ISROK,Peenya 2nd Stage - ISRO Karthik Nagara,3,
13726,38,289-F YST-HSK,YST-HSK,Yelahanka Satellite Town - Hosakote Bus Stand (Old),3,
13727,38,289-F YST-HSK,HSK-YST,Hosakote Bus Stand (Old) - Yelahanka Satellite Town,3,
13728,38,CSB-KBS,CSB-KBS,Central Silk Board - Kempegowda Bus Station,3,
13729,38,SCS-4,SCS-ANCH,CS-St Clare School - CS-Anchepalya,3,
13731,38,317-MJ,TNF-MVJMC,Tin Factory - MVJ Medical Hospital,3,
13732,38,317-MJ,MVJMC-TNF,MVJ Medical Hospital - Tin Factory,3,
13733,38,293-FA,KBS-HNS,Kempegowda Bus Station - Hunasuru,3,
13734,38,293-FA,HNS-KBS,Hunasuru - Kempegowda Bus Station,3,
13735,38,D24G-TNFY,D24-TNF,Depot-24 Gate - Tin Factory,3,
13736,38,D24G-TNFY,TNF-D24G,Tin Factory - Depot-24 Gate,3,
13737,38,V-600NL,VJN-ELCW,Vijayanagara Bus Station - Electronic City Wipro Main Gate,3,
13738,38,V-600NL,ELCW-VJN,Electronic City Wipro Main Gate - Vijayanagara Bus Station,3,
13739,38,V-KMK-NBC-BSVR,KMK-BSVR,Kamakya Talkies - Basaveshwaranagara New Bus Stand,3,
13740,38,V-KMK-NBC-BSVR,BSVR-KMK,Basaveshwaranagara New Bus Stand - Kamakya Talkies,3,
13741,38,V-NICE-4 BSN-ELCW,BSVR-NBC-ELCW,Basaveshwaranagara New Bus Stand - Electronic City Wipro Main Gate,3,
13742,38,V-NICE-4 BSN-ELCW,ELCW-NBC-BSVR,Electronic City Wipro Main Gate - Basaveshwaranagara New Bus Stand,3,
13743,38,V-NICE-4,VJN-ELCW,Vijayanagara Bus Station - Electronic City Wipro Main Gate,3,
13744,38,V-NICE-4,ELCW-VJN,Electronic City Wipro Main Gate - Vijayanagara Bus Station,3,
13745,38,401-Z GFGC-YBS,GFGC-YBS,Govt First Grade College Bidadi - Yeshawanthapura Bus Station,3,
13746,38,316-Y,TNF-DVH,Tin Factory - Devanahalli New Bus Station,3,
13747,38,316-Y,DVH-TNF,Devanahalli New Bus Station - Tin Factory,3,
13750,38,D4-JNN,D4-JNN,Depot-04 Jayanagara - 9th Block Jayanagara (40th Cross),3,
13751,38,D4-JNN,JNN-D4,9th Block Jayanagara (40th Cross) - Depot-04 Jayanagara,3,
13752,38,335-N RRC-KBS-KDG,KDG-RRC,Kadugodi Bus Station - RR Medical College,3,
13753,38,227-K KMT-SLVR-BSM,KMT-BSM,KR Market (Kalasipalya) - Basammanahalli,3,
13754,38,227-K KMT-SLVR-BSM,BSM-KMT,Basammanahalli - KR Market (Kalasipalya),3,
13755,38,V-505 ELCW-KDG,ELCW-KDG,Electronic City Wipro Main Gate - Kadugodi Bus Station Arrival,3,
13756,38,V-505 ELCW-KDG,KDG-ELCW,Kadugodi Bus Station Arrival - Electronic City Wipro Main Gate,3,
13757,38,401-AF YHKOT-BELF,YHK-BELF,Yelahanka Old Town - BEL Factory,3,
13758,38,401-AF YHKOT-BELF,BELF-YHK,BEL Factory - Yelahanka Old Town,3,
13759,38,285-K PTMT-CVB-KBS,PTMT-KBS,Patalamma Temple - Kempegowda Bus Station,3,
13760,38,V-HBLB-KBS,HBLB-KBS,Hebbala Bridge - Kempegowda Bus Station,3,
13761,38,V-HBLB-KBS,KBS-HBLB,Kempegowda Bus Station - Hebbala Bridge,3,
13762,38,V-HBLB-VPR,HBLB-VPR,Hebbala Bridge - Vidyaranyapura Bus Station,3,
13763,38,291-LA BSF-SBS,BSF_SBS,BSF Yelahanka - Shivajinagara Bus Station,3,
13764,38,291-LA BSF-SBS,SBS-BSF,Shivajinagara Bus Station - BSF Yelahanka,3,
13765,38,MADT-HBLB-GGP,MADT-HBLB-GGP,Malya Adhithi School - Goraguntepalya,3,
13766,38,MADT-HBLB-GGP,GGP-MADT,Goraguntepalya - Malya Adhithi School,3,
13767,38,328-HK VTR-SVMS,VTR-SVM,Varthuru - Sapthagiri Vidya Mandir Opp Carmelaram Station,3,
13768,38,501-A ST BEN-BSK,ST BEN-BSK,St Bentic School - Banashankari Bus Station,3,
13769,38,KNUR-D48,KNUR-D48,Kannuru - Depot-48 Byrathibande,3,
13770,38,KNUR-D48,D48-KNUR,Depot-48 Byrathibande - Kannuru,3,
13771,38,248-BA HGT-D31G,HGT-D31G,Hesaraghatta - Depot-31 Gate,3,
13772,38,248-BA HGT-D31G,D31G-HGT,Depot-31 Gate - Hesaraghatta,3,
13773,38,410-FC JHC-GGP-CLO,JHC-CLO,Jalahalli Cross - Chandra Layout,3,
13774,38,SCS-10,D12G-SCS,CS-Depot-12 Gate - CS-St Clare School,3,
13775,38,SCS-10,SCS-D12G,CS-St Clare School - CS-Depot-12 Gate,3,
13776,38,410-K JJHC-CDSN,JHC-CDSN,Jalahalli Cross - Chowdeshwarinagara,3,
13777,38,410-K BSK-CDSN,BSK-CDSN,Banashankari Bus Station - Chowdeshwarinagara,3,
13778,38,410-K BSK-CDSN,CDSN-BSK,Chowdeshwarinagara - Banashankari Bus Station,3,
13779,38,298-M KBS-EHSR-BRS,BRS-KBS,Beerasandra Chapradakallu - Kempegowda Bus Station,3,
13780,38,298-M KBS-EHSR-BRS,KBS-BRS,Kempegowda Bus Station - Beerasandra Chapradakallu,3,
13781,38,VLS-2.,KBR-VLS,CS-Kastruriba Road - CS-Valley School Kanakapura Road,3,
13782,38,VLS-2.,VLS-KBR,CS-Valley School Kanakapura Road - CS-Kastruriba Road,3,
13783,38,365 JBS-BNP,JBS-BNP,Jayanagara Bus Station - Bannerughatta National Park,3,
13784,38,302-K,SBS-KCNS,Shivajinagara Bus Station - K Channasandra,3,
13785,38,302-K,KCNS-SBS,K Channasandra - Shivajinagara Bus Station,3,
13787,38,302-K KLN-KCNS,KLN-KCNS,Kalyananagara Bus Stand - K Channasandra,3,
13788,38,302-K KLN-KCNS,KCNS-KLN,K Channasandra - Kalyananagara Bus Stand,3,
13789,38,D-45G-DWN,D-45G-DWN,Depot-45 Gate - Dwaraka Nagara,3,
13792,38,CHMS-MGRM,MGRM-CHMS,MG Road Metro Station - Chinmaya Vidyalaya Koramangala,3,
13793,38,362-C SBS-CSB,CSB-SBS,Central Silk Board - Shivajinagara Bus Station,3,
13794,38,CS-KBS-BELF,KBS-BELF,CS-Kempegowda Bus Station - CS-BEL Factory,3,
13795,38,MF-15 BSK-JSD,BSK-JSD,Banashankari Bus Station - Jambu Savari Dinne,3,
13796,38,MF-15 BSK-JSD,JSD-BSK,Jambu Savari Dinne - Banashankari Bus Station,3,
13797,38,60-A MRNB-VTN,MRNB-VTN,Marenahalli (Marenahalli Metro Station) - Vittal Nagara,3,
13798,38,D45-ATR,D45-ATR,Depot-45 Gate - Atturu,3,
13799,38,D45-ATR,ATR-D45,Atturu - Depot-45 Gate,3,
13800,38,BEML A-7,YSTF-BEMLF,CS-5th Phase Yelahanka - CS-BEML Factory,3,
13801,38,BEML A-7,BEMLF-YSTF,CS-BEML Factory - CS-5th Phase Yelahanka,3,
13802,38,314 BEMLF-SBS-YHK,BEMLF-YHK,BEML Factory - Yelahanka Old Town,3,
13803,38,314 BEMLF-SBS-YHK,YHK-SBS-BEMLF,Yelahanka Old Town - BEML Factory,3,
13804,38,290-E SPHS-YHKOT,SPHS-YHK,Sophiya School - Yelahanka Old Town,3,
13805,38,290-E SPHS-YHKOT,YHKOT-SPHS,Yelahanka Old Town - Sophiya School,3,
13806,38,V-500DP,CSB-GGP,Central Silk Board - Goraguntepalya,3,
13807,38,V-500DP,GGP-CSB,Goraguntepalya - Central Silk Board,3,
13810,38,315 VSD-KRPE,VSD-KRPE,Vidhana Soudha Karnataka High Court - KR Pura Extension,3,
13811,38,315 VSD-KRPE,KRPE-VSD,KR Pura Extension - Vidhana Soudha Karnataka High Court,3,
13812,38,VNS-18,ALP-VNS,CS-Alphine Apartment - CS-Vidyaniketan School Hebbala,3,
13813,38,VNS-18,VNS-ALP,CS-Vidyaniketan School Hebbala - CS-Alphine Apartment,3,
13814,38,D14G-ALP,G14G-ALP,Depot-14 Gate - Alphine Apartment,3,
13815,38,ALP-SBS,ALP-SBS,Alphine Apartment - Shivajinagara Bus Station,3,
13816,38,RPA-SBS,RPA-SBS,Renaissance prosperio apartment - Shivajinagara Bus Station,3,
13817,38,AJM-KMT,AJM-KMT,Anjanamurthy - KR Market,3,
13818,38,DNM-ATB,DNM-ATB,Dodda Nagamangala Tirumala Bekary - Attibele Bus Stand,3,
13819,38,SHGH-03,SRC-SHGH,CS-Sirsi Circle - CS-Sacred Heart Boys School,3,
13820,38,SHGH-03,SHGH-SRC,CS-Sacred Heart Boys School - CS-Sirsi Circle,3,
13821,38,144-E SBS-KRM1,KRM-SBS,Koramangala 1st Block - Shivajinagara Bus Station,3,
13822,38,144-E SBS-KRM1,SBS-KRM,Shivajinagara Bus Station - Koramangala 1st Block,3,
13823,38,290-E ARMY-SBS-YHKOT,ARMY-YHKOT,Army Public School Kamaraja Road - Yelahanka Old Town,3,
13824,38,290-E ARMY-SBS-YHKOT,YHKOT-ARMY,Yelahanka Old Town - Army Public School Kamaraja Road,3,
13825,38,90-E KBS-ABD,KBS-ABD,Kempegowda Bus Station - Adishwara Bombay Dying,3,
13826,38,90-E KBS-ABD,ABD-KBS,Adishwara Bombay Dying - Kempegowda Bus Station,3,
13827,38,KVUL-03,AYPT-KVUL,CS-Ayyappa Temple Banasawadi - CS-Kendriya Vidyalaya Halasuru (MEGC),3,
13828,38,KVUL-03,KVUL-AYPT,CS-Kendriya Vidyalaya Halasuru (MEGC) - CS-Ayyappa Temple Banasawadi,3,
13829,38,500-QG GGP-KVUL,GGP-KVUL,Goraguntepalya - Kendriya Vidyalaya Halasuru (MEGC),3,
13830,38,500-QG GGP-KVUL,KVUL-GGP,Kendriya Vidyalaya Halasuru (MEGC) - Goraguntepalya,3,
13831,38,317 KVUL-TNF-KRPGH,KVUL-KRP,Kendriya Vidyalaya Halasuru (MEGC) - Krishnaraja Pura Govt Hospital,3,
13832,38,317 KVUL-TNF-KRPGH,KRP-KVUL,Krishnaraja Pura Govt Hospital - Kendriya Vidyalaya Halasuru (MEGC),3,
13835,38,401-K PTH-VRP-YTTMC-KGR,PTH-VRP-KGR,Puttenahalli - Kengeri Bus Station,3,
13836,38,401-K PTH-VRP-YTTMC-KGR,KGR-VRP-PTH,Kengeri Bus Station - Puttenahalli,3,
13837,38,Call Bus-01,BGT-CWS-1,CS-Bagalagunte Cross - CS-Shanthinagara Bus Station,3,
13838,38,401-N,MBS-BSK,Malleshwara Bus Stand - Banashankari Bus Station,3,
13839,38,401-N,BSK-MBS,Banashankari Bus Station - Malleshwara Bus Stand,3,
13840,38,401-N YTTMC-MBS-BSK,YTTMC-MBS-BSK,Yeshawanthapura Bus Station - Banashankari Bus Station,3,
13841,38,401-N YTTMC-MBS-BSK,BSK-MBS-YTTMC,Banashankari Bus Station - Yeshawanthapura Bus Station,3,
13842,38,401-N MBS-NDHMS,MBS-NDHMS,Malleshwara Bus Stand - Mysore Road Metro Station,3,
13843,38,401-N MBS-NDHMS,NDHMS-MBS,Mysore Road Metro Station - Malleshwara Bus Stand,3,
13844,38,JNSVS-UTH-BSK,JNSVS-UTH-BSK,Jnanakshi Vidyaniketan School - Banashankari Bus Station,3,
13845,38,JNSVS-UTH-BSK,BSK-UTH-JNSVS,Banashankari Bus Station - Jnanakshi Vidyaniketan School,3,
13846,38,401-N MBS-BEML5,MBS-BEML5,Malleshwara Bus Stand - BEML Layout 5th stage,3,
13847,38,401-N D31G-MBS,D31G-MBS,Depot-31 Gate - Malleshwara Bus Stand,3,
13848,38,401-AK RJK-CKB,RJK-CKB,Rajanukunte - Chikka Banavara,3,
13849,38,238-U KBS-KHBQ,KBS-KHBQ,Kempegowda Bus Station - Shirke KHB Quarters,3,
13850,38,238-U KBS-KHBQ,KHBQ-KBS,Shirke KHB Quarters - Kempegowda Bus Station,3,
13851,38,288-G D45G-KDCB,D45G-KDCB,Depot-45 Gate - Kodigehalli Canara Bank Colony,3,
13852,38,288-G D45G-KDCB,KDCB-D45G,Kodigehalli Canara Bank Colony - Depot-45 Gate,3,
13853,38,SJS-03,SJS-D14G,CS-SJS CBSE Gate-2 - CS-Depot-14 Gate,3,
13854,38,SJS-03,D14G-SJS,CS-Depot-14 Gate - CS-SJS CBSE Gate-2,3,
13855,38,SJS-SBS-STP,SJS-STP,St joseph CBSE Gate-2 - Sultan palya,3,
13856,38,SJS-SBS-STP,STP-SJS,Sultan palya - St joseph CBSE Gate-2,3,
13857,38,YHKOT-LHAI,YHKOT-LHAI,Yelahanka Old Town - The Light House International Academy,3,
13858,38,401AM DVH-MSP,DVH-MSP,Devanahalli Old Bus Stand - MS Palya,3,
13859,38,401AM DVH-MSP,MSP-DVH,MS Palya - Devanahalli Old Bus Stand,3,
13860,38,508 HSK-GGP-PSS,HSK-GGP-PSS,Hosakote Bus Stand (Old) - Peenya 2nd Stage,3,
13861,38,508 HSK-GGP-PSS,PSS-GGP-HSK,Peenya 2nd Stage - Hosakote Bus Stand (Old),3,
13862,38,V-KBS-AIT,V-KBS-AIT,Kempegowda Bus Station - Acharya Institute of Technology,3,
13863,38,V-KBS-AIT,V-AIT-KBS,Acharya Institute of Technology - Kempegowda Bus Station,3,
13864,38,273-HMTCLUB-MTK-RMCPF,273-HMTCLUB-MKT-RMCPF,HMT Club House - Richmond Circle,3,
13865,38,RMCPF-JHCMS,RMCPF-JHCMS,Richmond Circle - Jalahalli Cross Metro Station Arrival,3,
13866,38,RMCPF-JHCMS,RMCPF-JHCMS,Jalahalli Cross Metro Station Arrival - Kempegowda Bus Station,3,
13867,38,PSS-TGPL-GGH,PSS-TGPL-GGH,Peenya 2nd stage - Gangondanahalli,3,
13868,38,PSS-TGPL-GGH,GGH-TGPL-PSS,Gangondanahalli - Peenya 2nd stage,3,
13869,38,D06G-TOC,D06G-TOC,Depot-06 Gate - Sivanchetty Gardens,3,
13870,38,APS-KRP,APS-KRP,Army Public School Kamaraja Road - KR Pura Market,3,
13871,38,DBS-APS,DBS-APS,Dr BR Ambedkar Bus Terminal (Domlur) - Army Public School Kamaraja Road,3,
13872,38,HSS-08,HSS-BSK,CS-Head Start School Kommasandra - CS-Banashankari,3,
13873,38,HSS-08,BSK-HSS,CS-Banashankari - CS-Head Start School Kommasandra,3,
13874,38,342-F KBS-KMS,KBS-KMS,Kempegowda Bus Station - Kommasandra,3,
13875,38,342-F KBS-KMS,KMS-KBS,Kommasandra - Kempegowda Bus Station,3,
13876,38,293-BC BTM-BGR,BTM-BGR,Kuvempunagara ( BTM Layout) - Beguru,3,
13877,38,293-BC BTM-BGR,BGR-BTM,Beguru - Kuvempunagara Bus Station(BTM Layout),3,
13878,38,502-H D31G-KTS-DWN,D31G-DWKN,Depot-31 Gate - Dwaraka Nagara,3,
13879,38,502-H D31G-KTS-DWN,DWKN-D31G,Dwaraka Nagara - Depot-31 Gate,3,
13880,38,VSD-AJB,VSD-AJB,Vidhana Soudha Karnataka High Court - Amarajyothi Badavane,3,
13881,38,KVUL-01,KVUL-AYPT,CS-Kendriya Vidyalaya Halasuru (MEGC) - CS-Ayyappa Temple Banasawadi,3,
13882,38,KVUL-01,AYPT-KVUL,CS-Ayyappa Temple Banasawadi - CS-Kendriya Vidyalaya Halasuru (MEGC),3,
13883,38,KVUL-02,KVUL-AYPT,CS-Kendriya Vidyalaya Halasuru (MEGC) - CS-Ayyappa Temple Banasawadi,3,
13884,38,KVUL-02,AYPT-KVUL,CS-Ayyappa Temple Banasawadi - CS-Kendriya Vidyalaya Halasuru (MEGC),3,
13885,38,281-C BGC-MGRMS,BGC-MGRMS,Richmond Circle - MG Road Metro Station,3,
13886,38,281-C BGC-MGRMS,MGRMS-BGC,MG Road Metro Station - Richmond Circle,3,
13887,38,500QG MDH-HBL,MDH-HBL,Medahalli - Malya Adhithi School,3,
13888,38,KRPGH-ARMY,KRPGH-ARMY,Krishnaraja Pura Govt Hospital - Army Public School Kamaraja Road,3,
13889,38,KRPGH-ARMY,ARMY-KRPGH,Army Public School Kamaraja Road - Krishnaraja Pura Govt Hospital,3,
13890,38,319 KRPGH-TNF-KDG,KRPGH-KDG,Krishnaraja Pura Govt Hospital - Kadugodi Metro Station,3,
13891,38,319 KRPGH-TNF-KDG,KDG-KRPGH,Kadugodi Metro Station - Krishnaraja Pura Govt Hospital,3,
13892,38,MF-11 KRPGH-TNF-KDGM,KRPGH-KDGM,Krishnaraja Pura Govt Hospital - Kadugodi Metro Station,3,
13893,38,293 KBS-SVPS,KBS-SVPS,Kempegowda Bus Station - St Vincent Palloti School,3,
13894,38,D14G-MDG,D14-MDG,Depot-14 Gate - Modi Garden,3,
13895,38,D14G-MDG,MDG-D14,Modi Garden - Depot-14 Gate,3,
13896,38,112A MDG-SBS,MDG-SBS,Modi Garden - Shivajinagara Bus Station,3,
13897,38,112A MDG-SBS,SBS-MDG,Shivajinagara Bus Station - Modi Garden,3,
13898,38,285M SNH-KBS,SNH-KBS,Sadenahalli - Kempegowda Bus Station,3,
13899,38,285M SNH-KBS,KBS-SNH,Kempegowda Bus Station - Sadenahalli,3,
13900,38,285-M MADT-DBP,MADT-DBP,Malya Adhithi School - Doddaballapura Bus Stand,3,
13901,38,298-MP KBS-HRH-VJP,KBS-VJP,Kempegowda Bus Station - Vijayapura Bus Stand Jangamakote,3,
13902,38,298-MP KBS-HRH-VJP,VJP-KBS,Vijayapura Bus Stand Jangamakote - Kempegowda Bus Station,3,
13903,38,210-A,KBS-ITM,Kempegowda Bus Station - ISKCON Temple Maruthinagara,3,
13904,38,210-A,ITM-KBS,ISKCON Temple Maruthinagara - Kempegowda Bus Station,3,
13905,38,210-AA,KBS-ITM,Kempegowda Bus Station - ISKCON Temple Maruthinagara,3,
13906,38,210-AA,ITM-KBS,ISKCON Temple Maruthinagara - Kempegowda Bus Station,3,
13917,38,227VA-KMT-MCBC,227VA-KMT-MCBC,KR Market (Kalasipalya) - Manchanabele Colony,3,
13918,38,227VA-KMT-MCBC,227VA-MCBC-KMT,Manchanabele Colony - KR Market (Kalasipalya),3,
13919,38,501-CH HBLB-KGR-D12G,HBLB-D12G,Hebbala Bridge - Depot-12 Gate,3,
13920,38,501-CH HBLB-KGR-D12G,D12G-HBLB,Depot-12 Gate - Hebbala Bridge,3,
13921,38,CHAKRA-1A,NMG-NMG,Nelamangala Bus Station - Nelamangala Bus Station,3,
13922,38,CHAKRA-1,NMG-NMG,Nelamangala Bus Station - Nelamangala Bus Station,3,
13923,38,255-F,JHC-NMG,Jalahalli Cross - Nelamangala Bus Station,3,
13924,38,255-F,NMG-JHC,Nelamangala Bus Station - Jalahalli Cross,3,
13925,38,238-U KBS-D31G,KBS-D31G,Kempegowda Bus Station - Depot-31 Gate,3,
13926,38,238-U KBS-D31G,D31G-KBS,Depot-31 Gate - Kempegowda Bus Station,3,
13927,38,SBS-HAL-BEMLG,SBS-BEMLG,Shivajinagara Bus Station - BEML Gate,3,
13928,38,SBS-HAL-BEMLG,BEMLG-SBS,BEML Gate - Shivajinagara Bus Station,3,
13929,38,YTTMC-SVH4M,YTTMC-SVH4M,Yeshawanthapura Bus Station - Shivanahalli 4th Main,3,
13930,38,YTTMC-SVH4M,SVH4M-YTTMC,Shivanahalli 4th Main - Yeshawanthapura Bus Station,3,
13931,38,BCGHS-7,SVH4M-BCGHS,CS-Shivanahalli 4th Main - CS-Bishop Coton Girls High School,3,
13932,38,BCGHS-7,BCGHS-SVH4M,CS-Bishop Coton Girls High School - CS-Shivanahalli 4th Main,3,
13933,38,SVH4M-BEMLKML,SVH4M-KMLBEML,Shivanahalli 4th Main - Kamalanagara BEML Layout,3,
